-1,-0,-1.2246e-16
-0.995,-0,-0.099833
-0.98007,-0,-0.19867
-0.95534,-0,-0.29552
-0.92106,-0,-0.38942
-0.87758,-0,-0.47943
-0.82534,-0,-0.56464
-0.76484,-0,-0.64422
-0.69671,-0,-0.71736
-0.62161,-0,-0.78333
-0.5403,-0,-0.84147
-0.4536,-0,-0.89121
-0.36236,-0,-0.93204
-0.2675,-0,-0.96356
-0.16997,-0,-0.98545
-0.070737,-0,-0.99749
0.0292,0,-0.99957
0.12884,0,-0.99166
0.2272,0,-0.97385
0.32329,0,-0.9463
0.41615,0,-0.9093
0.50485,0,-0.86321
0.5885,0,-0.8085
0.66628,0,-0.74571
0.73739,0,-0.67546
0.80114,0,-0.59847
0.85689,0,-0.5155
0.90407,0,-0.42738
0.94222,0,-0.33499
0.97096,0,-0.23925
0.98999,0,-0.14112
0.99914,0,-0.041581
0.99829,0,0.058374
0.98748,0,0.15775
0.9668,0,0.25554
0.93646,0,0.35078
0.89676,0,0.44252
0.8481,0,0.52984
0.79097,0,0.61186
0.72593,0,0.68777
0.65364,0,0.7568
0.57482,0,0.81828
0.49026,0,0.87158
0.4008,0,0.91617
0.30733,0,0.9516
0.2108,0,0.97753
0.11215,0,0.99369
0.012389,0,0.99992
-0.087499,-0,0.99616
-0.18651,-0,0.98245
-0.28366,-0,0.95892
-0.37798,-0,0.92581
-0.46852,-0,0.88345
-0.55437,-0,0.83227
-0.63469,-0,0.77276
-0.70867,-0,0.70554
-0.77557,-0,0.63127
-0.83471,-0,0.55069
-0.88552,-0,0.4646
-0.92748,-0,0.37388
-0.96017,-0,0.27942
-0.98327,-0,0.18216
-0.99654,-0,0.083089
-0.995,-0.099833,-1.2246e-16
-0.99003,-0.099335,-0.099833
-0.97517,-0.097843,-0.19867
-0.95056,-0.095375,-0.29552
-0.91646,-0.091953,-0.38942
-0.8732,-0.087612,-0.47943
-0.82121,-0.082396,-0.56464
-0.76102,-0.076357,-0.64422
-0.69323,-0.069555,-0.71736
-0.6185,-0.062057,-0.78333
-0.5376,-0.05394,-0.84147
-0.45133,-0.045284,-0.89121
-0.36055,-0.036175,-0.93204
-0.26616,-0.026705,-0.96356
-0.16912,-0.016968,-0.98545
-0.070384,-0.0070619,-0.99749
0.029054,0.0029151,-0.99957
0.1282,0.012863,-0.99166
0.22607,0.022682,-0.97385
0.32167,0.032275,-0.9463
0.41407,0.041545,-0.9093
0.50232,0.050401,-0.86321
0.58556,0.058752,-0.8085
0.66295,0.066517,-0.74571
0.73371,0.073617,-0.67546
0.79714,0.079981,-0.59847
0.85261,0.085546,-0.5155
0.89956,0.090257,-0.42738
0.93752,0.094065,-0.33499
0.96611,0.096934,-0.23925
0.98505,0.098834,-0.14112
0.99414,0.099747,-0.041581
0.99331,0.099663,0.058374
0.98255,0.098583,0.15775
0.96197,0.096519,0.25554
0.93178,0.09349,0.35078
0.89228,0.089526,0.44252
0.84386,0.084669,0.52984
0.78702,0.078965,0.61186
0.72231,0.072472,0.68777
0.65038,0.065255,0.7568
0.57195,0.057387,0.81828
0.48781,0.048944,0.87158
0.3988,0.040013,0.91617
0.3058,0.030682,0.9516
0.20974,0.021044,0.97753
0.11159,0.011197,0.99369
0.012327,0.0012368,0.99992
-0.087062,-0.0087353,0.99616
-0.18558,-0.01862,0.98245
-0.28225,-0.028319,0.95892
-0.37609,-0.037735,0.92581
-0.46618,-0.046774,0.88345
-0.5516,-0.055345,0.83227
-0.63152,-0.063364,0.77276
-0.70513,-0.070749,0.70554
-0.77169,-0.077427,0.63127
-0.83054,-0.083332,0.55069
-0.8811,-0.088404,0.4646
-0.92284,-0.092593,0.37388
-0.95537,-0.095857,0.27942
-0.97836,-0.098163,0.18216
-0.99156,-0.099488,0.083089
-0.98007,-0.19867,-1.2246e-16
-0.97517,-0.19768,-0.099833
-0.96053,-0.19471,-0.19867
-0.93629,-0.1898,-0.29552
-0.9027,-0.18299,-0.38942
-0.86009,-0.17435,-0.47943
-0.80888,-0.16397,-0.56464
-0.7496,-0.15195,-0.64422
-0.68282,-0.13841,-0.71736
-0.60922,-0.12349,-0.78333
-0.52953,-0.10734,-0.84147
-0.44455,-0.090116,-0.89121
-0.35513,-0.071989,-0.93204
-0.26217,-0.053144,-0.96356
-0.16658,-0.033767,-0.98545
-0.069327,-0.014053,-0.99749
0.028617,0.005801,-0.99957
0.12628,0.025597,-0.99166
0.22267,0.045138,-0.97385
0.31685,0.064228,-0.9463
0.40785,0.082676,-0.9093
0.49478,0.1003,-0.86321
0.57677,0.11692,-0.8085
0.65299,0.13237,-0.74571
0.72269,0.1465,-0.67546
0.78517,0.15916,-0.59847
0.83981,0.17024,-0.5155
0.88605,0.17961,-0.42738
